Point,PointYear,TransectNum,Grid,Stratum,Season,DATE,StratumYear,TransectVisitObserver,gc_shrub_50m,shrub_height_50m,gc_grass_50m,grass_height_50m,gc_forb_50m,gc_bare_50m,gc_litter_50m,gc_woody_50m,gc_tumbleweed_50m,gc_other_50m,gc_grass_nubs_50m,shrub_cover,primaryHabitat,gc_shrub_05m,shrub_height_05m,gc_grass_05m,grass_height_05m,gc_forb_05m,gc_bare_05m,gc_litter_05m,gc_woody_05m,gc_tumbleweed_05m,gc_other_05m,gc_grass_nubs_05m,grass_species_1,grass_species_1_pct,grass_species_2,grass_species_2_pct,GrassSpecies1ScientificName,GrassSpecies1CommonName,GrassSpecies1Code2,GrassSpecies1Code6,GrassSpecies2ScientificName,GrassSpecies2CommonName,GrassSpecies2Code2,GrassSpecies2Code6,ShrubLayerCode6_1,ShrubLayerSpeciesAbundance_1,ShrubLayerCommonName_1,ShrubLayerScientificName_1,ShrubLayerCode6_2,ShrubLayerSpeciesAbundance_2,ShrubLayerCommonName_2,ShrubLayerScientificName_2
MI5-106,2019-MI5-106,MI5-1,MI5,MI,2019,"jueves, 24 de enero de 2019",MI-2019,BOC,1,75,20,15,1,46,20,0,1,1,10,1,GR,1,50,30,15,1,46,10,0,1,1,10,44,50,19,50,Hilaria sp.,NA,HS,HIL_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,PROGLA,100,Honey Mesquite,Prosopis glandulosa,NA,NA,NA,NA
MI5-108,2019-MI5-108,MI5-1,MI5,MI,2019,"jueves, 24 de enero de 2019",MI-2019,BOC,1,75,30,20,1,41,20,0,1,1,5,1,GR,0,NA,20,20,1,53,20,0,0,1,5,44,60,19,40,Hilaria sp.,NA,HS,HIL_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,PROGLA,100,Honey Mesquite,Prosopis glandulosa,NA,NA,NA,NA
MI5-202,2019-MI5-202,MI5-2,MI5,MI,2019,"miércoles, 23 de enero de 2019",MI-2019,BOC,5,125,30,55,5,46,10,1,1,1,1,NA,GR,0,NA,30,45,5,51,10,1,1,1,1,19,75,44,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Hilaria sp.,NA,HS,HIL_SP,ACA_SP,80,Acacia,Acacia sp.,YUCELA,10,Soaptree Yucca,Yucca elata
MI5-204,2019-MI5-204,MI5-2,MI5,MI,2019,"miércoles, 23 de enero de 2019",MI-2019,BOC,0,NA,23,35,1,50,5,0,0,1,20,NA,GR,0,NA,20,35,1,53,5,0,0,1,20,19,90,44,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Hilaria sp.,NA,HS,HIL_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI5-206,2019-MI5-206,MI5-2,MI5,MI,2019,"miércoles, 23 de enero de 2019",MI-2019,BOC,0,NA,38,40,1,50,5,0,0,1,5,NA,GR,0,NA,40,40,1,51,5,0,1,1,1,44,100,NA,NA,Hilaria sp.,NA,HS,HIL_SP, ,NA,NA,      ,NA,NA,NA,NA,NA,NA,NA,NA
MI5-208,2019-MI5-208,MI5-2,MI5,MI,2019,"miércoles, 23 de enero de 2019",MI-2019,BOC,0,NA,40,55,1,43,10,0,0,1,5,NA,GR,0,NA,20,55,1,67,10,0,0,1,1,19,90,6,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI5-302,2019-MI5-302,MI5-3,MI5,MI,2019,"miércoles, 23 de enero de 2019",MI-2019,BOC,-5,125,30,50,0,44,20,0,0,1,0,NA,GR,1,100,40,55,0,49,10,0,0,0,0,19,95,11,5,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Bothriochloa sp.,NA,B6,BOT_SP,ACA_SP,50,Acacia,Acacia sp.,YUCELA,30,Soaptree Yucca,Yucca elata
MI5-304,2019-MI5-304,MI5-3,MI5,MI,2019,"miércoles, 23 de enero de 2019",MI-2019,BOC,1,50,40,25,0,47,10,0,1,1,0,NA,GR,0,NA,30,10,0,49,20,0,0,1,0,19,100,NA,NA,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP, ,NA,NA,      ,YUCELA,70,Soaptree Yucca,Yucca elata,CONERI,20,Javelina Bush,Condalia ericoides
MI5-306,2019-MI5-306,MI5-3,MI5,MI,2019,"miércoles, 23 de enero de 2019",MI-2019,BOC,1,50,48,25,1,30,20,0,0,0,0,NA,GR,0,NA,49,20,0,40,10,0,1,0,0,19,60,6,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,20,Soaptree Yucca,Yucca elata,KOESPI,70,Allthorn,Koeberlinia spinosa
MI5-308,2019-MI5-308,MI5-3,MI5,MI,2019,"miércoles, 23 de enero de 2019",MI-2019,BOC,0,NA,30,40,1,48,20,0,1,0,0,NA,GR,0,NA,30,40,1,47,20,0,1,1,0,19,70,6,30,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI6-102,2019-MI6-102,MI6-1,MI6,MI,2019,"sábado, 26 de enero de 2019",MI-2019,BOC,0,NA,42,20,1,20,30,0,1,1,5,0,GR,0,NA,44,20,0,10,40,0,0,1,5,19,60,6,30,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI6-104,2019-MI6-104,MI6-1,MI6,MI,2019,"sábado, 26 de enero de 2019",MI-2019,BOC,1,50,45,50,1,40,10,0,1,1,1,1,GR,0,NA,50,50,1,37,10,0,1,0,1,19,60,6,30,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,100,Soaptree Yucca,Yucca elata,NA,NA,NA,NA
MI6-106,2019-MI6-106,MI6-1,MI6,MI,2019,"sábado, 26 de enero de 2019",MI-2019,BOC,1,75,40,55,1,50,5,0,1,1,1,1,GR,0,NA,51,60,1,40,5,0,1,1,1,19,60,6,40,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,EPH_SP,80,Mormon Tea,Ephedra sp.,RHUMIC,10,Littleleaf Sumac,Rhus microphylla
MI6-108,2019-MI6-108,MI6-1,MI6,MI,2019,"sábado, 26 de enero de 2019",MI-2019,BOC,1,75,41,20,1,30,20,0,1,1,5,1,GR,0,NA,46,20,1,40,10,0,1,1,1,19,95,44,5,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Hilaria sp.,NA,HS,HIL_SP,EPH_SP,90,Mormon Tea,Ephedra sp.,CONERI,10,Javelina Bush,Condalia ericoides
MI6-202,2019-MI6-202,MI6-2,MI6,MI,2019,"domingo, 27 de enero de 2019",MI-2019,BOC,1,100,41,45,1,30,20,0,1,1,5,1,GR,0,NA,40,40,1,20,36,0,1,1,1,19,80,6,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,ZIZOBT,100,Graythorn/Lotebush,Ziziphus obtusifolia,NA,NA,NA,NA
MI6-204,2019-MI6-204,MI6-2,MI6,MI,2019,"domingo, 27 de enero de 2019",MI-2019,BOC,0,NA,45,50,1,30,20,1,1,1,1,0,GR,0,NA,20,45,1,72,5,0,1,0,1,19,60,44,40,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Hilaria sp.,NA,HS,HIL_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI6-206,2019-MI6-206,MI6-2,MI6,MI,2019,"domingo, 27 de enero de 2019",MI-2019,BOC,0,NA,20,25,1,30,41,1,1,1,5,0,GR,0,NA,20,35,1,36,40,0,1,1,1,19,80,44,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Hilaria sp.,NA,HS,HIL_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI6-208,2019-MI6-208,MI6-2,MI6,MI,2019,"domingo, 27 de enero de 2019",MI-2019,BOC,0,NA,29,45,5,30,30,0,0,1,5,0,GR,0,NA,20,40,5,53,20,0,0,1,1,19,80,44,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Hilaria sp.,NA,HS,HIL_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI6-302,2019-MI6-302,MI6-3,MI6,MI,2019,"lunes, 28 de enero de 2019",MI-2019,BOC,0,NA,52,45,1,30,10,0,1,1,5,0,GR,0,NA,57,35,1,20,20,0,1,0,1,19,50,44,45,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Hilaria sp.,NA,HS,HIL_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI6-304,2019-MI6-304,MI6-3,MI6,MI,2019,"lunes, 28 de enero de 2019",MI-2019,BOC,0,NA,37,50,1,40,10,0,1,1,10,0,GR,0,NA,38,50,5,40,10,0,1,1,5,19,90,44,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Hilaria sp.,NA,HS,HIL_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI6-306,2019-MI6-306,MI6-3,MI6,MI,2019,"lunes, 28 de enero de 2019",MI-2019,BOC,0,NA,30,50,5,38,30,0,1,1,5,0,GR,0,NA,30,50,5,42,20,0,1,1,1,19,90,6,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI6-308,2019-MI6-308,MI6-3,MI6,MI,2019,"lunes, 28 de enero de 2019",MI-2019,BOC,1,100,30,55,5,50,10,1,1,1,1,1,GR,5,100,20,55,5,63,5,0,0,1,1,19,80,6,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,95,Soaptree Yucca,Yucca elata,EPH_SP,5,Mormon Tea,Ephedra sp.
MI7-102,2019-MI7-102,MI7-1,MI7,MI,2019,"miércoles, 30 de enero de 2019",MI-2019,BOC,1,50,73,55,0,10,5,0,5,1,5,1,GR,0,NA,73,55,0,20,5,0,0,1,1,6,60,19,40,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,CONERI,95,Javelina Bush,Condalia ericoides,PROGLA,5,Honey Mesquite,Prosopis glandulosa
MI7-104,2019-MI7-104,MI7-1,MI7,MI,2019,"miércoles, 30 de enero de 2019",MI-2019,BOC,1,25,50,40,1,40,5,0,1,1,1,1,GR,0,NA,50,40,1,40,5,1,1,1,1,19,90,59,5,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Scleropogon brevifolius,NA,SB,SCLBRE,CONERI,95,Javelina Bush,Condalia ericoides,PROGLA,5,Honey Mesquite,Prosopis glandulosa
MI7-106,2019-MI7-106,MI7-1,MI7,MI,2019,"miércoles, 30 de enero de 2019",MI-2019,BOC,0,NA,81,55,0,10,5,1,1,1,1,0,GR,0,NA,87,55,0,5,5,0,1,1,1,19,90,56,5,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Panicum sp.,NA,PS,PAN_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI7-108,2019-MI7-108,MI7-1,MI7,MI,2019,"miércoles, 30 de enero de 2019",MI-2019,BOC,1,25,49,45,1,40,5,1,1,1,1,1,GR,1,25,44,45,1,50,1,1,1,1,0,19,95,6,5,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,CONERI,10,Javelina Bush,Condalia ericoides,NA,NA,NA,NA
MI7-202,2019-MI7-202,MI7-2,MI7,MI,2019,"jueves, 31 de enero de 2019",MI-2019,BOC,0,NA,77,55,1,10,5,0,5,1,1,0,GR,0,NA,63,40,1,10,20,0,0,1,5,19,70,6,30,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI7-204,2019-MI7-204,MI7-2,MI7,MI,2019,"jueves, 31 de enero de 2019",MI-2019,BOC,0,NA,72,50,1,10,10,0,1,1,5,0,GR,0,NA,71,50,1,20,5,0,1,1,1,44,60,6,35,Hilaria sp.,NA,HS,HIL_SP,Aristida sp.,Aristida sp,AR,ARI_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI7-206,2019-MI7-206,MI7-2,MI7,MI,2019,"jueves, 31 de enero de 2019",MI-2019,BOC,1,25,65,40,1,20,5,1,1,1,5,1,GR,0,NA,63,45,1,30,5,0,0,0,1,19,95,56,5,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Panicum sp.,NA,PS,PAN_SP,CONERI,100,Javelina Bush,Condalia ericoides,NA,NA,NA,NA
MI7-208,2019-MI7-208,MI7-2,MI7,MI,2019,"jueves, 31 de enero de 2019",MI-2019,BOC,5,25,50,40,1,26,10,1,1,1,5,5,GR,1,25,40,40,1,50,5,0,1,1,1,19,80,59,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Scleropogon brevifolius,NA,SB,SCLBRE,CONERI,100,Javelina Bush,Condalia ericoides,NA,NA,NA,NA
MI7-302,2019-MI7-302,MI7-3,MI7,MI,2019,"viernes, 1 de febrero de 2019",MI-2019,BOC,1,100,75,55,1,10,10,0,1,1,1,1,GR,0,NA,78,60,0,10,10,0,1,0,1,19,60,6,40,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,PROGLA,100,Honey Mesquite,Prosopis glandulosa,NA,NA,NA,NA
MI7-304,2019-MI7-304,MI7-3,MI7,MI,2019,"viernes, 1 de febrero de 2019",MI-2019,BOC,0,NA,72,60,1,10,10,0,1,1,5,0,GR,0,NA,83,70,0,10,5,0,1,0,1,6,50,19,40,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI7-306,2019-MI7-306,MI7-3,MI7,MI,2019,"viernes, 1 de febrero de 2019",MI-2019,BOC,1,25,49,45,1,40,5,1,1,1,1,1,GR,0,NA,53,45,1,40,5,0,0,0,1,19,95,6,5,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,CONERI,100,Javelina Bush,Condalia ericoides,NA,NA,NA,NA
MI7-308,2019-MI7-308,MI7-3,MI7,MI,2019,"viernes, 1 de febrero de 2019",MI-2019,BOC,1,25,49,45,1,40,5,1,1,1,1,1,GR,0,NA,71,40,1,20,5,0,1,1,1,19,90,6,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,CONERI,100,Javelina Bush,Condalia ericoides,NA,NA,NA,NA
MI8-102,2019-MI8-102,MI8-1,MI8,MI,2019,"sábado, 2 de febrero de 2019",MI-2019,BOC,1,125,74,40,1,10,10,1,1,1,1,1,GR,0,NA,82,50,1,1,10,0,5,1,0,19,70,44,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Hilaria sp.,NA,HS,HIL_SP,UNKDEA,40,NA,Unknown dead plant,PROGLA,40,Honey Mesquite,Prosopis glandulosa
MI8-104,2019-MI8-104,MI8-1,MI8,MI,2019,"sábado, 2 de febrero de 2019",MI-2019,BOC,0,NA,51,35,1,30,10,1,1,1,5,0,GR,0,NA,40,35,1,48,5,0,1,0,5,19,55,44,40,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Hilaria sp.,NA,HS,HIL_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI8-106,2019-MI8-106,MI8-1,MI8,MI,2019,"sábado, 2 de febrero de 2019",MI-2019,BOC,0,NA,30,35,1,52,5,0,1,1,10,0,GR,0,NA,30,25,0,63,5,0,1,0,1,44,50,6,30,Hilaria sp.,NA,HS,HIL_SP,Aristida sp.,Aristida sp,AR,ARI_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI8-108,2019-MI8-108,MI8-1,MI8,MI,2019,"sábado, 2 de febrero de 2019",MI-2019,BOC,1,50,40,40,1,50,5,0,1,1,1,1,GR,0,NA,40,35,1,47,10,0,1,0,1,44,50,19,40,Hilaria sp.,NA,HS,HIL_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,UNKDEA,10,NA,Unknown dead plant,NA,NA,NA,NA
MI8-202,2019-MI8-202,MI8-2,MI8,MI,2019,"domingo, 3 de febrero de 2019",MI-2019,BOC,1,50,40,35,1,50,5,0,1,1,1,1,GR,0,NA,30,30,1,58,5,0,1,0,5,17,40,44,40,Bouteloua gracilis,Blue Grama,BG,BOUGRA,Hilaria sp.,NA,HS,HIL_SP,CONERI,70,Javelina Bush,Condalia ericoides,EPH_SP,20,Mormon Tea,Ephedra sp.
MI8-204,2019-MI8-204,MI8-2,MI8,MI,2019,"domingo, 3 de febrero de 2019",MI-2019,BOC,1,50,29,30,1,60,5,1,1,1,1,1,GR,0,NA,30,20,1,52,10,0,1,1,5,19,80,44,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Hilaria sp.,NA,HS,HIL_SP,CONERI,80,Javelina Bush,Condalia ericoides,PROGLA,10,Honey Mesquite,Prosopis glandulosa
MI8-206,2019-MI8-206,MI8-2,MI8,MI,2019,"domingo, 3 de febrero de 2019",MI-2019,BOC,1,25,35,45,1,50,5,1,5,1,1,1,GR,1,100,30,30,1,60,5,0,1,1,1,44,60,19,30,Hilaria sp.,NA,HS,HIL_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,CONERI,70,Javelina Bush,Condalia ericoides,PROGLA,30,Honey Mesquite,Prosopis glandulosa
MI8-208,2019-MI8-208,MI8-2,MI8,MI,2019,"domingo, 3 de febrero de 2019",MI-2019,BOC,1,25,40,45,1,50,5,0,1,1,1,1,GR,0,NA,20,30,1,72,5,0,1,0,1,44,40,19,40,Hilaria sp.,NA,HS,HIL_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,PROGLA,100,Honey Mesquite,Prosopis glandulosa,NA,NA,NA,NA
MI8-304,2019-MI8-304,MI8-3,MI8,MI,2019,"lunes, 4 de febrero de 2019",MI-2019,BOC,1,50,34,40,1,50,10,1,1,1,1,1,GR,0,NA,40,30,1,46,10,0,1,1,1,44,60,19,30,Hilaria sp.,NA,HS,HIL_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,CONERI,100,Javelina Bush,Condalia ericoides,NA,NA,NA,NA
MI8-306,2019-MI8-306,MI8-3,MI8,MI,2019,"lunes, 4 de febrero de 2019",MI-2019,BOC,0,NA,42,40,5,30,20,0,1,1,1,0,GR,0,NA,36,50,1,20,40,0,1,1,1,19,80,6,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI8-308,2019-MI8-308,MI8-3,MI8,MI,2019,"lunes, 4 de febrero de 2019",MI-2019,BOC,0,NA,30,40,1,20,38,0,5,1,5,0,GR,0,NA,20,45,1,28,40,0,5,1,5,6,50,19,40,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,NA,NA,NA,NA,NA,NA,NA,NA
MI9-102,2019-MI9-102,MI9-1,MI9,MI,2019,"viernes, 8 de febrero de 2019",MI-2019,BOC,1,100,30,50,20,35,10,1,1,1,1,5,GR,1,25,20,50,10,57,10,0,0,1,1,6,80,19,20,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,ACACON,65,Whitehorn Acacia,Acacia constricta,EPHTRI,30,Mormon Tea,Ephedra trifurca
MI9-104,2019-MI9-104,MI9-1,MI9,MI,2019,"viernes, 8 de febrero de 2019",MI-2019,BOC,1,100,34,50,1,40,20,1,1,1,1,1,GR,1,100,30,50,1,46,20,0,0,1,1,6,50,19,50,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,PROGLA,10,Honey Mesquite,Prosopis glandulosa,EPH_SP,80,Mormon Tea,Ephedra sp.
MI9-106,2019-MI9-106,MI9-1,MI9,MI,2019,"viernes, 8 de febrero de 2019",MI-2019,BOC,1,100,34,50,1,30,30,1,1,1,1,5,GR,1,100,35,35,1,10,50,0,1,1,1,6,70,19,30,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,EPH_SP,40,Mormon Tea,Ephedra sp.,ACACON,40,Whitehorn Acacia,Acacia constricta
MI9-108,2019-MI9-108,MI9-1,MI9,MI,2019,"viernes, 8 de febrero de 2019",MI-2019,BOC,1,100,30,50,10,45,10,1,1,1,1,1,GR,0,NA,20,40,20,48,10,0,1,0,1,19,60,6,30,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,EPH_SP,45,Mormon Tea,Ephedra sp.,NOLTEX,30,NA,Nolina texana
MI9-202,2019-MI9-202,MI9-2,MI9,MI,2019,"jueves, 7 de febrero de 2019",MI-2019,BOC,1,100,30,40,10,35,20,1,1,1,1,5,GR,0,NA,20,50,5,63,10,0,0,1,1,19,60,6,40,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,EPH_SP,40,Mormon Tea,Ephedra sp.,ACACON,40,Whitehorn Acacia,Acacia constricta
MI9-204,2019-MI9-204,MI9-2,MI9,MI,2019,"jueves, 7 de febrero de 2019",MI-2019,BOC,1,100,40,50,1,30,20,1,1,1,5,5,GR,1,75,30,40,1,41,20,0,1,1,5,19,80,6,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,EPH_SP,50,Mormon Tea,Ephedra sp.,YUCELA,30,Soaptree Yucca,Yucca elata
MI9-206,2019-MI9-206,MI9-2,MI9,MI,2019,"jueves, 7 de febrero de 2019",MI-2019,BOC,1,100,46,45,10,20,20,0,1,1,1,1,GR,1,100,67,35,0,10,20,0,0,1,1,6,80,11,10,Aristida sp.,Aristida sp,AR,ARI_SP,Bothriochloa sp.,NA,B6,BOT_SP,NOLTEX,85,NA,Nolina texana,YUCELA,10,Soaptree Yucca,Yucca elata
MI9-208,2019-MI9-208,MI9-2,MI9,MI,2019,"jueves, 7 de febrero de 2019",MI-2019,BOC,1,100,30,45,30,30,5,1,1,1,1,1,GR,0,NA,30,45,20,42,5,0,1,1,1,19,60,6,40,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,EPH_SP,50,Mormon Tea,Ephedra sp.,NOLTEX,30,NA,Nolina texana
MI9-302,2019-MI9-302,MI9-3,MI9,MI,2019,"miércoles, 6 de febrero de 2019",MI-2019,BOC,1,100,30,50,1,44,20,1,1,1,1,1,GR,1,50,30,50,0,43,20,0,0,1,5,19,50,6,50,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,EPH_SP,60,Mormon Tea,Ephedra sp.,NOLTEX,20,NA,Nolina texana
MI9-304,2019-MI9-304,MI9-3,MI9,MI,2019,"miércoles, 6 de febrero de 2019",MI-2019,BOC,1,100,40,50,10,35,10,1,1,1,1,1,GR,1,75,20,55,20,48,10,0,0,1,0,6,70,19,30,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,EPH_SP,40,Mormon Tea,Ephedra sp.,NOLTEX,30,NA,Nolina texana
MI9-306,2019-MI9-306,MI9-3,MI9,MI,2019,"miércoles, 6 de febrero de 2019",MI-2019,BOC,1,125,40,50,1,35,20,0,1,1,1,1,GR,1,100,50,60,1,35,10,0,1,1,1,19,70,6,25,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,60,Soaptree Yucca,Yucca elata,EPH_SP,30,Mormon Tea,Ephedra sp.
MI9-308,2019-MI9-308,MI9-3,MI9,MI,2019,"miércoles, 6 de febrero de 2019",MI-2019,BOC,1,75,35,50,0,40,20,1,1,1,1,1,GR,1,50,30,50,0,43,20,0,0,1,5,19,90,6,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,40,Soaptree Yucca,Yucca elata,EPH_SP,40,Mormon Tea,Ephedra sp.
MT1-102,2019-MT1-102,MT1-1,MT1,MT,2019,"lunes, 4 de febrero de 2019",MT-2019,DPO,10,75,30,25,1,48,5,1,0,5,0,20,GR,1,100,12,10,1,70,5,1,0,10,0,39,55,59,40,Eriogonum sp.,NA,E2,ERI_SP,Scleropogon brevifolius,NA,SB,SCLBRE,KOESPI,20,Allthorn,Koeberlinia spinosa,FLOCER,60,Tarbush,Flourensia cernua
MT1-104,2019-MT1-104,MT1-1,MT1,MT,2019,"lunes, 4 de febrero de 2019",MT-2019,DPO,5,100,30,35,5,48,10,1,0,1,0,10,GR,5,75,33,35,1,50,10,0,0,1,0,6,50,19,30,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,CONERI,40,Javelina Bush,Condalia ericoides,YUCELA,30,Soaptree Yucca,Yucca elata
MT1-106,2019-MT1-106,MT1-1,MT1,MT,2019,"lunes, 4 de febrero de 2019",MT-2019,DPO,5,100,33,40,5,50,5,1,0,1,0,5,GR,0,NA,38,35,1,50,10,0,0,1,0,6,40,58,40,Aristida sp.,Aristida sp,AR,ARI_SP,Poaceae family,Poa sp,PO,POACEA,ZIZOBT,40,Graythorn/Lotebush,Ziziphus obtusifolia,LARTRI,30,Creosote,Larrea tridentata
MT1-108,2019-MT1-108,MT1-1,MT1,MT,2019,"lunes, 4 de febrero de 2019",MT-2019,DPO,1,75,30,35,5,57,1,1,0,5,0,5,GR,1,75,30,35,1,58,5,0,0,5,0,6,40,19,30,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,LARTRI,75,Creosote,Larrea tridentata,CONERI,20,Javelina Bush,Condalia ericoides
MT1-202,2019-MT1-202,MT1-2,MT1,MT,2019,"lunes, 4 de febrero de 2019",MT-2019,DPO,1,100,30,30,1,58,5,0,0,5,0,5,GR,5,125,50,35,1,38,5,0,0,1,0,57,50,59,40,Pleuraphis mutica,NA,PM,PLEMUT,Scleropogon brevifolius,NA,SB,SCLBRE,YUCELA,40,Soaptree Yucca,Yucca elata,PROGLA,30,Honey Mesquite,Prosopis glandulosa
MT1-204,2019-MT1-204,MT1-2,MT1,MT,2019,"lunes, 4 de febrero de 2019",MT-2019,DPO,1,125,40,20,1,51,5,1,0,1,0,5,GR,5,125,30,20,1,58,5,0,0,1,0,53,60,19,20,Muhlenbergia sp.,Muhlenbergia sp,MU,MUH_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,ZIZOBT,50,Graythorn/Lotebush,Ziziphus obtusifolia,EPHTRI,30,Mormon Tea,Ephedra trifurca
MT1-206,2019-MT1-206,MT1-2,MT1,MT,2019,"lunes, 4 de febrero de 2019",MT-2019,DPO,5,100,40,35,1,47,5,1,0,1,0,5,GR,1,75,30,35,1,62,5,0,0,1,0,6,80,60,20,Aristida sp.,Aristida sp,AR,ARI_SP,Setaria sp.,NA,SS,SET_SP,ZIZOBT,75,Graythorn/Lotebush,Ziziphus obtusifolia,EPHTRI,20,Mormon Tea,Ephedra trifurca
